Sales_no,Sales_date,Product_id,Category_name,CategoryDesign_name,Type_name,Ruling_name,Qty_Sold,Total_Sales_Value,Zone_name
13227,7/6/2017,6,Small Notebooks,190x155 Design,Hard,Four lines,16,3457,East
13228,7/6/2017,163,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Single Line,20,10404,West
13229,7/6/2017,91,A5 Notebooks,240x180 Design,Soft,Medium Square,17,11364,East
13230,7/6/2017,59,A5 Notebooks,240x180 Design,Soft,Unruled,15,8311,East
13231,7/6/2017,100,A5 Notebooks,240x180 Design,Soft,3 in 1 (SL+FL+Med Sq),11,2323,Central
13232,7/6/2017,102,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,6,9270,South
13233,7/6/2017,22,Small Notebooks,190x155 Design,Soft,Interleaf(SL+Unruled),3,6217,Central
13234,7/6/2017,173,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,20,10230,East
13235,7/6/2017,62,A5 Notebooks,240x180 Design,Soft,Unruled,3,7177,North
13236,7/6/2017,13,Small Notebooks,190x155 Design,Soft,Single Line,10,4124,West
13237,7/7/2017,37,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,20,5084,South
13238,7/7/2017,107,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,25,9097,South
13239,7/7/2017,108,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,1,6044,South
13240,7/7/2017,154,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Single Line,19,2991,Central
13241,7/7/2017,19,Small Notebooks,190x155 Design,Soft,Medium Square,13,7003,West
13242,7/7/2017,54,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),20,3950,Central
13243,7/7/2017,78,A5 Notebooks,240x180 Design,Soft,Double line,24,10897,East
13244,7/7/2017,159,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,25,11857,North
13245,7/7/2017,102,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,19,5870,West
13246,7/7/2017,200,Other Books,176x250 Design,B5 WIRO,Single Line,23,2817,South
13247,7/7/2017,194,Drawing Book,275x347 Design,Drawing Book,BIG,13,9764,East
13248,7/7/2017,109,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,13,3777,West
13249,7/7/2017,167,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,11,10724,North
13250,7/8/2017,206,Project Paper,280x220 Design,Project Paper,Unruled,10,7671,Central
13251,7/8/2017,83,A5 Notebooks,240x180 Design,Soft,Four lines,20,11683,East
13252,7/8/2017,22,Small Notebooks,190x155 Design,Soft,Interleaf(SL+Unruled),22,2643,Central
13253,7/8/2017,134,A4 Notebooks,297x210 Design,Hard,Single Line,29,9590,East
13254,7/8/2017,51,Long (Soft),272x167 Design,Long (Soft),Single Line,11,6537,North
13255,7/8/2017,186,Practical Books,215x265 Design,Hard,Computer,1,10550,West
13256,7/8/2017,204,Spiral Book,240x180 Design,Spiral Book,Single Line,18,7497,South
13257,7/8/2017,148,A4 Notebooks,297x210 Design,Soft,Four lines,26,4444,Central
13258,7/8/2017,32,Small  Medium Notebooks,210x170 Design,Medium(Soft),Unruled,13,5404,East
13259,7/8/2017,47,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Interleaf(SL+Unruled),18,9416,South
13260,7/8/2017,143,A4 Notebooks,297x210 Design,Soft,Single Line,29,6363,South
13261,7/9/2017,6,Small Notebooks,190x155 Design,Hard,Four lines,4,3310,Central
13262,7/9/2017,100,A5 Notebooks,240x180 Design,Soft,3 in 1 (SL+FL+Med Sq),7,7323,South
13263,7/9/2017,96,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),11,4270,Central
13264,7/9/2017,121,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,1,11217,Central
13265,7/9/2017,193,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),16,2177,East
13266,7/9/2017,95,A5 Notebooks,240x180 Design,Soft,Maths Ruled,26,6190,Central
13267,7/9/2017,143,A4 Notebooks,297x210 Design,Soft,Single Line,17,3137,West
13268,7/9/2017,139,A4 Notebooks,297x210 Design,Soft,Unruled,5,10084,North
13269,7/9/2017,193,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),25,4096,North
13270,7/9/2017,48,Long (Soft),272x167 Design,Long (Soft),Unruled,8,11043,East
13271,7/9/2017,52,Long (Soft),272x167 Design,Long (Soft),Single Line,26,7990,West
13272,7/9/2017,12,Small Notebooks,190x155 Design,Soft,Single Line,21,2963,North
13273,7/10/2017,202,Other Books,216x140 Design,A5 WIRO,Single Line,28,9910,South
13274,7/11/2017,156,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,15,6857,South
13275,7/11/2017,65,A5 Notebooks,240x180 Design,Soft,Unruled,17,10870,West
13276,7/11/2017,109,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,28,7817,Central
13277,7/12/2017,122,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,24,4764,East
13278,7/12/2017,149,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled (Horizontal),14,5723,North
13279,7/12/2017,65,A5 Notebooks,240x180 Design,Soft,Unruled,8,9736,North
13280,7/12/2017,2,Small Notebooks,190x155 Design,Hard,Single Line,12,6683,North
13281,7/12/2017,70,A5 Notebooks,240x180 Design,Soft,Single Line,25,3630,East
13282,7/12/2017,205,Spiral Book,297x210 Design,Spiral Book,Single Line,18,7643,South
13283,7/12/2017,172,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,20,4590,South
13284,7/12/2017,24,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,24,11537,West
13285,7/12/2017,175,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,15,2497,West
13286,7/12/2017,59,A5 Notebooks,240x180 Design,Soft,Unruled,12,6510,South
13287,7/12/2017,171,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,22,3457,North
13288,7/12/2017,19,Small Notebooks,190x155 Design,Soft,Medium Square,15,10404,East
13289,7/13/2017,53,Long (Soft),272x167 Design,Long (Soft),Single Line,21,4416,Central
13290,7/13/2017,105,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,4,11363,South
13291,7/13/2017,132,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),1,8310,Central
13292,7/14/2017,137,A4 Notebooks,297x210 Design,Soft,Unruled,4,9270,West
13293,7/14/2017,183,Practical Books,215x265 Design,Hard,Combined,2,3283,Central
13294,7/14/2017,109,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,23,10230,North
13295,7/14/2017,175,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,18,7177,Central
13296,7/14/2017,197,Premio Spiral book,220x280 Design,soft,Graph Book (Big),26,11190,North
13297,7/14/2017,95,A5 Notebooks,240x180 Design,Soft,Maths Ruled,18,8137,East
13298,7/14/2017,102,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,18,5084,North
13299,7/14/2017,3,Small Notebooks,190x155 Design,Hard,Single Line,8,6043,North
13300,7/14/2017,12,Small Notebooks,190x155 Design,Soft,Single Line,26,10056,South
13301,7/14/2017,124,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,8,7003,South
13302,7/14/2017,44,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Single Line,17,3950,South
13303,7/14/2017,210,Project Paper,280x220 Design,Project Paper,Interleaf (SL+Unruled),9,7963,South
13304,7/15/2017,19,Small Notebooks,190x155 Design,Soft,Medium Square,1,4910,South
13305,7/15/2017,8,Small Notebooks,190x155 Design,Hard,Maths Ruled,27,11857,South
13306,7/15/2017,59,A5 Notebooks,240x180 Design,Soft,Unruled,27,2817,South
13307,7/15/2017,142,A4 Notebooks,297x210 Design,Soft,Single Line,28,6829,North
13308,7/15/2017,80,A5 Notebooks,240x180 Design,Soft,Three line,4,10723,North
13309,7/15/2017,156,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,25,11683,South
13310,7/15/2017,60,A5 Notebooks,240x180 Design,Soft,Unruled,17,8630,West
13311,7/15/2017,10,Small Notebooks,190x155 Design,Soft,Unruled,24,9590,East
13312,7/16/2017,111,A5 Notebooks,240x180 Design,Soft (Brown),Double line,22,3603,Central
13313,7/16/2017,110,A5 Notebooks,240x180 Design,Soft (Brown),Double line,15,7497,South
13314,7/16/2017,94,A5 Notebooks,240x180 Design,Soft,Maths Ruled,5,11509,East
13315,7/17/2017,61,A5 Notebooks,240x180 Design,Soft,Unruled,8,8456,East
13316,7/17/2017,39,Small  Medium Notebooks,210x170 Design,Medium(Soft),Medium Square,16,5403,South
13317,7/17/2017,206,Project Paper,280x220 Design,Project Paper,Unruled,8,6363,West
13318,7/17/2017,175,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,6,10376,Central
13319,7/17/2017,118,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,10,7323,North
13320,7/17/2017,119,A5 Notebooks,240x180 Design,Soft (Brown),Five line,9,8283,West
13321,7/17/2017,34,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,24,2177,East
13322,7/17/2017,24,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,15,3136,East
13323,7/17/2017,22,Small Notebooks,190x155 Design,Soft,Interleaf(SL+Unruled),29,7149,North
13324,7/18/2017,54,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),25,11043,Central
13325,7/18/2017,105,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,23,5056,East
13326,7/18/2017,10,Small Notebooks,190x155 Design,Soft,Unruled,5,2003,East
13327,7/18/2017,123,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,22,8950,West
13328,7/18/2017,48,Long (Soft),272x167 Design,Long (Soft),Unruled,26,9910,South
13329,7/18/2017,208,Project Paper,280x220 Design,Project Paper,Single Line,29,3922,East
13330,7/18/2017,91,A5 Notebooks,240x180 Design,Soft,Medium Square,27,7816,North
13331,7/18/2017,52,Long (Soft),272x167 Design,Long (Soft),Single Line,8,11829,North
13332,7/19/2017,88,A5 Notebooks,240x180 Design,Soft,Medium Square,21,5723,North
13333,7/19/2017,87,A5 Notebooks,240x180 Design,Soft,Four lines,19,6683,West
13334,7/19/2017,141,A4 Notebooks,297x210 Design,Soft,Unruled,11,10696,Central
13335,7/19/2017,146,A4 Notebooks,297x210 Design,Soft,Single Line,14,4590,East
13336,7/19/2017,36,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,14,8602,South
13337,7/19/2017,113,A5 Notebooks,240x180 Design,Soft (Brown),Double line,7,5549,West
13338,7/19/2017,140,A4 Notebooks,297x210 Design,Soft,Unruled,16,2496,South
13339,7/19/2017,28,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,8,6509,East
13340,7/19/2017,139,A4 Notebooks,297x210 Design,Soft,Unruled,3,7469,East
13341,7/19/2017,34,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,3,4416,West
13342,7/19/2017,48,Long (Soft),272x167 Design,Long (Soft),Unruled,23,5376,Central
13343,7/20/2017,121,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,20,2323,South
13344,7/20/2017,138,A4 Notebooks,297x210 Design,Soft,Unruled,21,10229,North
13345,7/20/2017,27,Small Notebooks,190x155 Brown,Small Hard Brown,Double line,5,11189,West
13346,7/20/2017,196,Premio Spiral book,210x170 Design,soft,Graph Book (1 inch sq.),8,8136,West
13347,7/20/2017,67,A5 Notebooks,240x180 Design,Soft,Single Line,22,2149,East
13348,7/20/2017,45,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Four lines,24,9096,North
13349,7/20/2017,144,A4 Notebooks,297x210 Design,Soft,Single Line,11,10056,North
13350,7/20/2017,29,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,1,7003,South
13351,7/20/2017,148,A4 Notebooks,297x210 Design,Soft,Four lines,4,11016,East
13352,7/20/2017,2,Small Notebooks,190x155 Design,Hard,Single Line,23,4910,Central
13353,7/20/2017,24,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,19,8922,West
13354,7/20/2017,147,A4 Notebooks,297x210 Design,Soft,Single Line,20,2816,South
13355,7/20/2017,12,Small Notebooks,190x155 Design,Soft,Single Line,1,6829,East
13356,7/21/2017,133,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),14,7789,South
13357,7/22/2017,127,A5 Notebooks,240x180 Design,Soft (Brown),Big Square,7,11683,South
13358,7/22/2017,54,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),27,5696,North
13359,7/22/2017,14,Small Notebooks,190x155 Design,Soft,Double line,18,2643,North
13360,7/22/2017,152,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled,8,9590,North
13361,7/22/2017,59,A5 Notebooks,240x180 Design,Soft,Unruled,29,10549,Central
13362,7/22/2017,207,Project Paper,280x220 Design,Project Paper,Unruled,6,4562,South
13363,7/22/2017,15,Small Notebooks,190x155 Design,Soft,Double line,19,8456,South
13364,7/22/2017,103,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,18,2469,Central
13365,7/23/2017,87,A5 Notebooks,240x180 Design,Soft,Four lines,8,6363,Central
13366,7/23/2017,192,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),25,10376,North
13367,7/23/2017,111,A5 Notebooks,240x180 Design,Soft (Brown),Double line,2,11335,West
13368,7/23/2017,42,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),12,8282,North
13369,7/23/2017,48,Long (Soft),272x167 Design,Long (Soft),Unruled,5,9242,North
13370,7/23/2017,183,Practical Books,215x265 Design,Hard,Combined,16,6189,North
13371,7/24/2017,4,Small Notebooks,190x155 Design,Hard,Double line,18,3136,South
13372,7/24/2017,116,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,2,7149,East
13373,7/24/2017,101,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,16,8109,South
13374,7/24/2017,195,Drawing Book,275x347 Design,Drawing Book,BIG,26,5056,West
13375,7/24/2017,23,Small Notebooks,190x155 Design,Soft,Interleaf(SL+Unruled),22,6015,South
13376,7/24/2017,99,A5 Notebooks,240x180 Design,Soft,interleaf(UR+4 lines),11,2962,Central
13377,7/24/2017,79,A5 Notebooks,240x180 Design,Soft,Double line,22,3922,East
13378,7/24/2017,174,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,15,10869,East
13379,7/24/2017,44,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Single Line,14,11829,North
13380,7/24/2017,173,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,24,8776,Central
13381,7/24/2017,74,A5 Notebooks,240x180 Design,Soft,Single Line,23,2789,Central
13382,7/24/2017,190,Drawing Book,210x297 Design,Drawing Book,A4,13,9736,Central
13383,7/24/2017,188,Drawing Book,210x297 Design,Drawing Book,A4,7,6683,North
13384,7/24/2017,207,Project Paper,280x220 Design,Project Paper,Unruled,6,7642,Central
13385,7/24/2017,158,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,9,11655,Central
13386,7/25/2017,99,A5 Notebooks,240x180 Design,Soft,interleaf(UR+4 lines),12,5549,North
13387,7/25/2017,147,A4 Notebooks,297x210 Design,Soft,Single Line,30,9562,East
13388,7/25/2017,132,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),23,3456,West
13389,7/25/2017,100,A5 Notebooks,240x180 Design,Soft,3 in 1 (SL+FL+Med Sq),15,7469,South
13390,7/25/2017,100,A5 Notebooks,240x180 Design,Soft,3 in 1 (SL+FL+Med Sq),4,8428,West
13391,7/26/2017,168,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,7,5375,North
13392,7/26/2017,174,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,20,2322,North
13393,7/26/2017,49,Long (Soft),272x167 Design,Long (Soft),Unruled,29,3282,South
13394,7/26/2017,141,A4 Notebooks,297x210 Design,Soft,Unruled,8,10229,East
13395,7/26/2017,109,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,24,4242,North
13396,7/26/2017,141,A4 Notebooks,297x210 Design,Soft,Unruled,10,11189,East
13397,7/27/2017,3,Small Notebooks,190x155 Design,Hard,Single Line,6,2149,East
13398,7/27/2017,166,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,19,9096,South
13399,7/27/2017,161,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Broad line,26,10055,South
13400,7/27/2017,62,A5 Notebooks,240x180 Design,Soft,Unruled,2,7002,East
13401,7/27/2017,43,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),7,7962,North
13402,7/27/2017,96,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),8,11975,South
13403,7/27/2017,96,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),19,5869,Central
13404,7/27/2017,43,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),7,9882,Central
13405,7/27/2017,28,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,14,6829,Central
13406,7/27/2017,74,A5 Notebooks,240x180 Design,Soft,Single Line,5,3776,North
13407,7/27/2017,195,Drawing Book,275x347 Design,Drawing Book,BIG,1,4735,South
13408,7/27/2017,50,Long (Soft),272x167 Design,Long (Soft),Single Line,28,8748,East
13409,7/27/2017,175,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,8,2642,South
13410,7/27/2017,81,A5 Notebooks,240x180 Design,Soft,Four lines,22,6655,Central
13411,7/28/2017,29,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,27,10549,East
13412,7/28/2017,176,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,4,4562,North
13413,7/28/2017,124,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,1,5522,West
13414,7/28/2017,48,Long (Soft),272x167 Design,Long (Soft),Unruled,7,2469,East
13415,7/28/2017,64,A5 Notebooks,240x180 Design,Soft,Unruled,6,9416,Central
13416,7/28/2017,17,Small Notebooks,190x155 Design,Soft,Four lines,6,7322,North
13417,7/28/2017,73,A5 Notebooks,240x180 Design,Soft,Single Line,26,11335,West
13418,7/28/2017,196,Premio Spiral book,210x170 Design,soft,Graph Book (1 inch sq.),14,8282,East
13419,7/28/2017,115,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,25,9242,South
13420,7/28/2017,21,Small Notebooks,190x155 Design,Soft,Maths Ruled,3,6189,East
13421,7/28/2017,138,A4 Notebooks,297x210 Design,Soft,Unruled,17,7149,East
13422,7/28/2017,172,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,3,4096,East
13423,7/28/2017,19,Small Notebooks,190x155 Design,Soft,Medium Square,8,5055,Central
13424,7/29/2017,121,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,19,9068,West
13425,7/29/2017,123,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,11,2962,West
13426,7/29/2017,207,Project Paper,280x220 Design,Project Paper,Unruled,7,6975,North
13427,7/29/2017,18,Small Notebooks,190x155 Design,Soft,Medium Square,4,3922,South
13428,7/29/2017,49,Long (Soft),272x167 Design,Long (Soft),Unruled,11,10869,North
13429,7/29/2017,173,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,6,4882,Central
13430,7/29/2017,196,Premio Spiral book,210x170 Design,soft,Graph Book (1 inch sq.),14,5841,Central
13431,7/29/2017,141,A4 Notebooks,297x210 Design,Soft,Unruled,23,9735,East
13432,7/29/2017,37,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,12,3748,North
13433,7/29/2017,5,Small Notebooks,190x155 Design,Hard,Double line,12,7642,South
13434,7/29/2017,143,A4 Notebooks,297x210 Design,Soft,Single Line,13,11655,East
13435,7/29/2017,81,A5 Notebooks,240x180 Design,Soft,Four lines,3,2615,South
13436,7/29/2017,28,Small Notebooks,190x155 Brown,Small Hard Brown,Four lines,22,9562,North
13437,7/29/2017,123,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,22,10521,East
13438,7/29/2017,18,Small Notebooks,190x155 Design,Soft,Medium Square,8,7468,East
13439,7/30/2017,90,A5 Notebooks,240x180 Design,Soft,Medium Square,12,4415,South
13440,7/30/2017,145,A4 Notebooks,297x210 Design,Soft,Single Line,20,8428,West
13441,7/30/2017,31,Small Notebooks,190x155 Brown,Small Hard Brown,Medium Square,15,5375,West
13442,7/30/2017,115,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,16,6335,Central
13443,7/30/2017,50,Long (Soft),272x167 Design,Long (Soft),Single Line,22,3282,North
13444,7/30/2017,39,Small  Medium Notebooks,210x170 Design,Medium(Soft),Medium Square,11,4242,West
13445,7/30/2017,10,Small Notebooks,190x155 Design,Soft,Unruled,28,11189,West
13446,7/30/2017,65,A5 Notebooks,240x180 Design,Soft,Unruled,20,2148,North
13447,7/30/2017,119,A5 Notebooks,240x180 Design,Soft (Brown),Five line,9,6161,West
13448,7/30/2017,90,A5 Notebooks,240x180 Design,Soft,Medium Square,2,10055,North
13449,7/30/2017,181,Practical Books,215x265 Design,Hard,Physics,19,4068,South
13450,7/30/2017,44,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Single Line,22,11015,East
13451,7/30/2017,151,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled,26,7962,West
13452,7/30/2017,155,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,6,8922,North
13453,7/30/2017,170,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,3,2934,East
13454,7/31/2017,37,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,23,6828,North
13455,8/1/2017,117,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,20,10841,South
13456,8/1/2017,15,Small Notebooks,190x155 Design,Soft,Double line,30,4735,East
13457,8/1/2017,122,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,16,8748,Central
13458,8/1/2017,134,A4 Notebooks,297x210 Design,Hard,Single Line,24,9708,Central
13459,8/1/2017,166,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,9,6655,East
13460,8/1/2017,100,A5 Notebooks,240x180 Design,Soft,3 in 1 (SL+FL+Med Sq),19,3602,West
13461,8/1/2017,180,Practical Books,215x265 Design,Hard,Biology,6,7614,East
13462,8/1/2017,69,A5 Notebooks,240x180 Design,Soft,Single Line,4,11508,East
13463,8/1/2017,117,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,1,5521,Central
13464,8/1/2017,137,A4 Notebooks,297x210 Design,Soft,Unruled,21,2468,East
13465,8/2/2017,139,A4 Notebooks,297x210 Design,Soft,Unruled,9,3428,Central
13466,8/2/2017,49,Long (Soft),272x167 Design,Long (Soft),Unruled,20,10375,North
13467,8/2/2017,41,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,14,11335,West
13468,8/2/2017,128,A5 Notebooks,240x180 Design,Soft (Brown),interleaf(UR+4 lines),13,8282,North
13469,8/2/2017,34,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,5,9241,Central
13470,8/2/2017,114,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,10,3254,North
13471,8/2/2017,78,A5 Notebooks,240x180 Design,Soft,Double line,26,7148,North
13472,8/3/2017,37,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,16,11161,East
13473,8/3/2017,61,A5 Notebooks,240x180 Design,Soft,Unruled,7,8108,Central
13474,8/3/2017,37,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,21,5055,South
13475,8/3/2017,69,A5 Notebooks,240x180 Design,Soft,Single Line,26,6015,South
13476,8/3/2017,57,Long (Brown),272x167 Brown,Long (Brown),Single Line,3,10028,South
13477,8/3/2017,23,Small Notebooks,190x155 Design,Soft,Interleaf(SL+Unruled),27,3921,West
13478,8/4/2017,9,Small Notebooks,190x155 Design,Hard,Interleaf(SL+Unruled),5,7934,South
13479,8/4/2017,162,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Unruled,1,11828,East
13480,8/4/2017,114,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,28,5841,West
13481,8/5/2017,110,A5 Notebooks,240x180 Design,Soft (Brown),Double line,14,6801,South
13482,8/5/2017,37,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,22,3748,North
13483,8/5/2017,117,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,4,4708,East
13484,8/5/2017,59,A5 Notebooks,240x180 Design,Soft,Unruled,6,11655,South
13485,8/5/2017,47,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Interleaf(SL+Unruled),12,8602,West
13486,8/5/2017,207,Project Paper,280x220 Design,Project Paper,Unruled,30,2614,Central
13487,8/5/2017,206,Project Paper,280x220 Design,Project Paper,Unruled,6,9561,Central
13488,8/6/2017,161,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Broad line,9,10521,East
13489,8/6/2017,61,A5 Notebooks,240x180 Design,Soft,Unruled,12,8428,East
13490,8/6/2017,139,A4 Notebooks,297x210 Design,Soft,Unruled,13,5375,West
13491,8/6/2017,31,Small Notebooks,190x155 Brown,Small Hard Brown,Medium Square,19,6335,South
13492,8/6/2017,125,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,8,10347,Central
13493,8/6/2017,205,Spiral Book,297x210 Design,Spiral Book,Single Line,27,4241,North
13494,8/6/2017,133,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),19,8254,North
13495,8/6/2017,111,A5 Notebooks,240x180 Design,Soft (Brown),Double line,12,5201,East
13496,8/6/2017,17,Small Notebooks,190x155 Design,Soft,Four lines,16,2148,South
13497,8/6/2017,171,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,23,3108,Central
13498,8/6/2017,9,Small Notebooks,190x155 Design,Hard,Interleaf(SL+Unruled),24,7121,East
13499,8/6/2017,41,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,1,11015,East
13500,8/6/2017,65,A5 Notebooks,240x180 Design,Soft,Unruled,2,5027,North
13501,8/6/2017,204,Spiral Book,240x180 Design,Spiral Book,Single Line,15,8921,Central
13502,8/7/2017,106,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,25,2934,East
13503,8/7/2017,118,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,3,3894,South
13504,8/7/2017,115,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,22,10841,Central
13505,8/7/2017,161,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Broad line,27,7788,North
13506,8/7/2017,7,Small Notebooks,190x155 Design,Hard,Four lines,30,11801,East
13507,8/7/2017,11,Small Notebooks,190x155 Design,Soft,Unruled,6,5695,West
13508,8/7/2017,46,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Medium Square,5,9707,Central
13509,8/7/2017,44,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Single Line,9,6654,East
13510,8/7/2017,146,A4 Notebooks,297x210 Design,Soft,Single Line,24,7614,East
13511,8/7/2017,77,A5 Notebooks,240x180 Design,Soft,Double line,22,4561,North
13512,8/7/2017,205,Spiral Book,297x210 Design,Spiral Book,Single Line,7,5521,West
