Order_no,Order_Date,Product_id,Category_name,CategoryDesign_name,Type_name,Ruling_name,Qty_Ordered,Total_order_Value,Zone_name
5746,8/13/2018,187,Drawing Book,170x245 Design,Drawing Book,small,43,19730,Central
5747,8/13/2018,92,A5 Notebooks,240x180 Design,Soft,Medium Square,57,29360,South
5748,8/13/2018,210,Project Paper,280x220 Design,Project Paper,Interleaf (SL+Unruled),59,22033,South
5749,8/13/2018,86,A5 Notebooks,240x180 Design,Soft,Four lines,48,24336,South
5750,8/13/2018,111,A5 Notebooks,240x180 Design,Soft (Brown),Double line,18,17009,West
5751,8/13/2018,24,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,24,33682,West
5752,8/13/2018,38,Small  Medium Notebooks,210x170 Design,Medium(Soft),Medium Square,23,19313,West
5753,8/13/2018,30,Small Notebooks,190x155 Brown,Small Hard Brown,Medium Square,26,11985,Central
5754,8/13/2018,149,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled (Horizontal),22,21616,North
5755,8/14/2018,191,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),14,14289,West
5756,8/14/2018,148,A4 Notebooks,297x210 Design,Soft,Four lines,50,16592,South
5757,8/14/2018,60,A5 Notebooks,240x180 Design,Soft,Unruled,11,33265,South
5758,8/14/2018,130,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (SL+FL+Med Sq),43,25938,North
5759,8/14/2018,169,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,4,11569,North
5760,8/14/2018,14,Small Notebooks,190x155 Design,Soft,Double line,42,28241,North
5761,8/14/2018,148,A4 Notebooks,297x210 Design,Soft,Four lines,7,13872,North
5762,8/14/2018,95,A5 Notebooks,240x180 Design,Soft,Maths Ruled,37,30545,Central
5763,8/14/2018,116,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,8,32848,South
5764,8/14/2018,113,A5 Notebooks,240x180 Design,Soft (Brown),Double line,3,25521,East
5765,8/14/2018,206,Project Paper,280x220 Design,Project Paper,Unruled,50,18194,Central
5766,8/14/2018,65,A5 Notebooks,240x180 Design,Soft,Unruled,14,27824,East
5767,8/14/2018,82,A5 Notebooks,240x180 Design,Soft,Four lines,9,30128,South
5768,8/14/2018,145,A4 Notebooks,297x210 Design,Soft,Single Line,21,15473,Central
5769,8/15/2018,202,Other Books,216x140 Design,A5 WIRO,Single Line,45,25104,East
5770,8/15/2018,121,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,5,17777,North
5771,8/15/2018,7,Small Notebooks,190x155 Design,Hard,Four lines,17,10450,West
5772,8/15/2018,27,Small Notebooks,190x155 Brown,Small Hard Brown,Double line,35,20080,West
5773,8/15/2018,30,Small Notebooks,190x155 Brown,Small Hard Brown,Medium Square,34,12753,South
5774,8/15/2018,146,A4 Notebooks,297x210 Design,Soft,Single Line,9,22384,West
5775,8/15/2018,100,A5 Notebooks,240x180 Design,Soft,3 in 1 (SL+FL+Med Sq),49,31729,Central
5776,8/15/2018,175,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,21,17360,East
5777,8/15/2018,195,Drawing Book,275x347 Design,Drawing Book,BIG,60,10033,South
5778,8/16/2018,208,Project Paper,280x220 Design,Project Paper,Single Line,55,26705,Central
5779,8/17/2018,37,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,57,12336,North
5780,8/17/2018,195,Drawing Book,275x347 Design,Drawing Book,BIG,47,29009,Central
5781,8/17/2018,138,A4 Notebooks,297x210 Design,Soft,Unruled,20,14640,West
5782,8/17/2018,190,Drawing Book,210x297 Design,Drawing Book,A4,45,31312,South
5783,8/17/2018,48,Long (Soft),272x167 Design,Long (Soft),Unruled,23,33616,Central
5784,8/17/2018,120,A5 Notebooks,240x180 Design,Soft (Brown),Five line,22,26288,East
5785,8/17/2018,90,A5 Notebooks,240x180 Design,Soft,Medium Square,21,18961,East
5786,8/17/2018,73,A5 Notebooks,240x180 Design,Soft,Single Line,37,28592,North
5787,8/17/2018,38,Small  Medium Notebooks,210x170 Design,Medium(Soft),Medium Square,2,21265,North
5788,8/17/2018,173,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,7,30895,East
5789,8/17/2018,175,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,22,23568,East
5790,8/18/2018,52,Long (Soft),272x167 Design,Long (Soft),Single Line,48,25872,North
5791,8/18/2018,142,A4 Notebooks,297x210 Design,Soft,Single Line,9,18544,Central
5792,8/18/2018,8,Small Notebooks,190x155 Design,Hard,Maths Ruled,49,11217,South
5793,8/18/2018,104,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,9,20848,Central
5794,8/18/2018,53,Long (Soft),272x167 Design,Long (Soft),Single Line,29,13521,South
5795,8/18/2018,9,Small Notebooks,190x155 Design,Hard,Interleaf(SL+Unruled),1,23151,East
5796,8/18/2018,157,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,27,32497,West
5797,8/18/2018,111,A5 Notebooks,240x180 Design,Soft (Brown),Double line,34,18127,Central
5798,8/18/2018,75,A5 Notebooks,240x180 Design,Soft,Double line,44,10800,North
5799,8/18/2018,50,Long (Soft),272x167 Design,Long (Soft),Single Line,57,27473,West
5800,8/18/2018,153,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Single Line,47,13104,East
5801,8/18/2018,173,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,19,29776,West
5802,8/18/2018,168,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,28,15407,West
5803,8/19/2018,63,A5 Notebooks,240x180 Design,Soft,Unruled,50,24753,Central
5804,8/19/2018,26,Small Notebooks,190x155 Brown,Small Hard Brown,Double line,58,10383,West
5805,8/19/2018,144,A4 Notebooks,297x210 Design,Soft,Single Line,4,27056,North
5806,8/19/2018,16,Small Notebooks,190x155 Design,Soft,Four lines,31,19729,North
5807,8/19/2018,208,Project Paper,280x220 Design,Project Paper,Single Line,49,29359,South
5808,8/20/2018,5,Small Notebooks,190x155 Design,Hard,Double line,25,22032,Central
5809,8/20/2018,175,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,34,31663,South
5810,8/21/2018,42,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),12,24336,South
5811,8/21/2018,47,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Interleaf(SL+Unruled),19,26639,Central
5812,8/22/2018,58,A5 Notebooks,240x180 Design,Hard,Single Line,43,19312,East
5813,8/22/2018,60,A5 Notebooks,240x180 Design,Soft,Unruled,39,11985,Central
5814,8/22/2018,60,A5 Notebooks,240x180 Design,Soft,Unruled,5,21615,Central
5815,8/22/2018,159,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Single Line,13,14288,West
5816,8/22/2018,120,A5 Notebooks,240x180 Design,Soft (Brown),Five line,60,23919,South
5817,8/22/2018,23,Small Notebooks,190x155 Design,Soft,Interleaf(SL+Unruled),52,16592,Central
5818,8/22/2018,202,Other Books,216x140 Design,A5 WIRO,Single Line,33,18895,South
5819,8/22/2018,193,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),56,11568,West
5820,8/22/2018,204,Spiral Book,240x180 Design,Spiral Book,Single Line,31,28240,South
5821,8/22/2018,6,Small Notebooks,190x155 Design,Hard,Four lines,56,13871,Central
5822,8/22/2018,145,A4 Notebooks,297x210 Design,Soft,Single Line,21,30544,North
5823,8/22/2018,105,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,22,16175,West
5824,8/22/2018,61,A5 Notebooks,240x180 Design,Soft,Unruled,1,32847,West
5825,8/23/2018,161,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Broad line,33,25520,East
5826,8/24/2018,200,Other Books,176x250 Design,B5 WIRO,Single Line,16,27824,South
5827,8/24/2018,123,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,51,20496,South
5828,8/24/2018,199,Premio Spiral book,220x280 Design,soft,Scrap Book,46,30127,West
5829,8/24/2018,84,A5 Notebooks,240x180 Design,Soft,Four lines,22,22800,South
5830,8/24/2018,170,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,8,32430,West
5831,8/24/2018,108,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,29,25103,East
5832,8/24/2018,104,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,6,17776,East
5833,8/25/2018,88,A5 Notebooks,240x180 Design,Soft,Medium Square,10,27407,Central
5834,8/26/2018,206,Project Paper,280x220 Design,Project Paper,Unruled,42,12752,Central
5835,8/26/2018,173,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,21,22383,East
5836,8/26/2018,141,A4 Notebooks,297x210 Design,Soft,Unruled,44,15056,East
5837,8/26/2018,82,A5 Notebooks,240x180 Design,Soft,Four lines,5,24686,North
5838,8/26/2018,161,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Broad line,46,17359,East
5839,8/26/2018,39,Small  Medium Notebooks,210x170 Design,Medium(Soft),Medium Square,9,19663,Central
5840,8/26/2018,33,Small  Medium Notebooks,210x170 Design,Medium(Soft),Unruled,26,12335,West
5841,8/26/2018,166,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,54,14639,East
5842,8/26/2018,122,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,15,31312,South
5843,8/27/2018,41,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,54,16942,West
5844,8/27/2018,68,A5 Notebooks,240x180 Design,Soft,Single Line,54,33615,North
5845,8/27/2018,178,Practical Books,215x265 Design,Hard,Chemistry,1,26288,Central
5846,8/27/2018,137,A4 Notebooks,297x210 Design,Soft,Unruled,47,11918,East
5847,8/27/2018,191,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),41,28591,North
5848,8/27/2018,67,A5 Notebooks,240x180 Design,Soft,Single Line,12,21264,North
5849,8/27/2018,201,Other Books,176x250 Design,B5 WIRO,Single Line,12,30895,West
5850,8/27/2018,126,A5 Notebooks,240x180 Design,Soft (Brown),Big Square,34,33198,Central
5851,8/27/2018,89,A5 Notebooks,240x180 Design,Soft,Medium Square,31,25871,North
5852,8/27/2018,202,Other Books,216x140 Design,A5 WIRO,Single Line,14,18544,Central
5853,8/27/2018,114,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,7,28174,West
5854,8/27/2018,78,A5 Notebooks,240x180 Design,Soft,Double line,7,20847,East
5855,8/28/2018,129,A5 Notebooks,240x180 Design,Soft (Brown),Broad line,6,13520,West
5856,8/28/2018,134,A4 Notebooks,297x210 Design,Hard,Single Line,21,23150,East
5857,8/28/2018,191,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),42,15823,South
5858,8/28/2018,94,A5 Notebooks,240x180 Design,Soft,Maths Ruled,50,25454,North
5859,8/28/2018,131,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (SL+FL+Med Sq),44,10799,East
5860,8/28/2018,170,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,51,20430,West
5861,8/28/2018,163,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Single Line,4,13103,East
5862,8/28/2018,91,A5 Notebooks,240x180 Design,Soft,Medium Square,2,29776,South
5863,8/28/2018,85,A5 Notebooks,240x180 Design,Soft,Four lines,30,15406,West
5864,8/29/2018,51,Long (Soft),272x167 Design,Long (Soft),Single Line,49,32079,East
5865,8/30/2018,40,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,12,17710,South
5866,8/30/2018,116,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,60,27055,East
5867,8/30/2018,90,A5 Notebooks,240x180 Design,Soft,Medium Square,58,12686,East
5868,8/30/2018,136,A4 Notebooks,297x210 Design,Soft,Unruled,2,29359,North
5869,8/30/2018,172,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,36,22031,West
5870,8/31/2018,169,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,38,31662,South
5871,8/31/2018,41,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,58,24335,South
5872,8/31/2018,99,A5 Notebooks,240x180 Design,Soft,interleaf(UR+4 lines),20,33966,South
5873,8/31/2018,15,Small Notebooks,190x155 Design,Soft,Double line,7,26638,South
5874,8/31/2018,35,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,35,28942,East
5875,9/1/2018,14,Small Notebooks,190x155 Design,Soft,Double line,40,21615,North
5876,9/1/2018,73,A5 Notebooks,240x180 Design,Soft,Single Line,13,14287,South
5877,9/1/2018,163,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Single Line,60,23918,North
5878,9/1/2018,48,Long (Soft),272x167 Design,Long (Soft),Unruled,20,16591,Central
5879,9/1/2018,82,A5 Notebooks,240x180 Design,Soft,Four lines,33,26221,West
5880,9/2/2018,132,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),21,18894,South
5881,9/2/2018,128,A5 Notebooks,240x180 Design,Soft (Brown),interleaf(UR+4 lines),59,11567,South
5882,9/2/2018,41,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,21,13870,North
5883,9/3/2018,129,A5 Notebooks,240x180 Design,Soft (Brown),Broad line,9,30543,Central
5884,9/3/2018,103,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,9,16174,Central
5885,9/3/2018,81,A5 Notebooks,240x180 Design,Soft,Four lines,2,32847,Central
5886,9/3/2018,172,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,42,18477,South
5887,9/3/2018,180,Practical Books,215x265 Design,Hard,Biology,4,11150,Central
5888,9/3/2018,153,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Single Line,8,27823,South
5889,9/3/2018,210,Project Paper,280x220 Design,Project Paper,Interleaf (SL+Unruled),39,30126,West
5890,9/3/2018,181,Practical Books,215x265 Design,Hard,Physics,29,22799,East
5891,9/3/2018,144,A4 Notebooks,297x210 Design,Soft,Single Line,5,32430,North
5892,9/3/2018,211,Project Paper,280x220 Design,Project Paper,Interleaf (SL+Unruled),7,25102,North
5893,9/3/2018,129,A5 Notebooks,240x180 Design,Soft (Brown),Broad line,12,10733,East
5894,9/3/2018,53,Long (Soft),272x167 Design,Long (Soft),Single Line,49,27406,West
5895,9/4/2018,97,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),19,20079,Central
5896,9/4/2018,146,A4 Notebooks,297x210 Design,Soft,Single Line,44,29709,North
5897,9/4/2018,19,Small Notebooks,190x155 Design,Soft,Medium Square,35,15055,West
5898,9/4/2018,192,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),41,24686,Central
5899,9/4/2018,185,Practical Books,215x265 Design,Hard,Combined (Brown),18,17358,Central
5900,9/4/2018,15,Small Notebooks,190x155 Design,Soft,Double line,33,26989,West
5901,9/4/2018,182,Practical Books,215x265 Design,Hard,Physics,44,19662,East
5902,9/4/2018,191,Drawing Book,210x297 Design,Drawing Book,A4 (80 GSM),16,12335,North
5903,9/4/2018,153,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Single Line,30,21965,Central
5904,9/4/2018,135,A4 Notebooks,297x210 Design,Hard,Single Line,46,31311,Central
5905,9/4/2018,165,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,11,16941,North
5906,9/4/2018,210,Project Paper,280x220 Design,Project Paper,Interleaf (SL+Unruled),38,33614,Central
5907,9/4/2018,184,Practical Books,215x265 Design,Hard,Combined,1,19245,North
5908,9/5/2018,102,A5 Notebooks,240x180 Design,Soft (Brown),Unruled,24,11918,West
5909,9/5/2018,185,Practical Books,215x265 Design,Hard,Combined (Brown),24,28590,Central
5910,9/5/2018,82,A5 Notebooks,240x180 Design,Soft,Four lines,22,14221,West
5911,9/5/2018,187,Drawing Book,170x245 Design,Drawing Book,small,43,33197,East
5912,9/5/2018,65,A5 Notebooks,240x180 Design,Soft,Unruled,8,25870,West
5913,9/5/2018,26,Small Notebooks,190x155 Brown,Small Hard Brown,Double line,39,11501,Central
5914,9/5/2018,38,Small  Medium Notebooks,210x170 Design,Medium(Soft),Medium Square,59,28173,West
5915,9/5/2018,111,A5 Notebooks,240x180 Design,Soft (Brown),Double line,15,20846,North
5916,9/5/2018,56,Long (Brown),272x167 Brown,Long (Brown),Single Line,36,30477,Central
5917,9/5/2018,148,A4 Notebooks,297x210 Design,Soft,Four lines,2,23150,North
5918,9/5/2018,162,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Unruled,34,25453,East
5919,9/5/2018,100,A5 Notebooks,240x180 Design,Soft,3 in 1 (SL+FL+Med Sq),2,18126,South
5920,9/5/2018,207,Project Paper,280x220 Design,Project Paper,Unruled,37,27757,North
5921,9/6/2018,24,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,46,20429,East
5922,9/6/2018,175,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,39,13102,East
5923,9/6/2018,9,Small Notebooks,190x155 Design,Hard,Interleaf(SL+Unruled),3,15406,North
5924,9/6/2018,197,Premio Spiral book,220x280 Design,soft,Graph Book (Big),49,32078,South
5925,9/7/2018,118,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,57,17709,South
5926,9/7/2018,24,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,16,10382,East
5927,9/7/2018,155,Ultra Long Notebooks,314x194 Design,Ultra Long (Soft),Unruled,59,20012,East
5928,9/8/2018,137,A4 Notebooks,297x210 Design,Soft,Unruled,28,29358,East
5929,9/9/2018,108,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,27,14989,Central
5930,9/9/2018,11,Small Notebooks,190x155 Design,Soft,Unruled,32,31661,West
5931,9/9/2018,58,A5 Notebooks,240x180 Design,Hard,Single Line,14,24334,South
5932,9/9/2018,31,Small Notebooks,190x155 Brown,Small Hard Brown,Medium Square,22,33965,South
5933,9/9/2018,162,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Hard),Unruled,23,26638,South
5934,9/9/2018,54,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),21,28941,West
5935,9/9/2018,123,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,56,21614,West
5936,9/9/2018,205,Spiral Book,297x210 Design,Spiral Book,Single Line,11,31244,North
5937,9/10/2018,105,A5 Notebooks,240x180 Design,Soft (Brown),Single Line,47,23917,Central
5938,9/10/2018,211,Project Paper,280x220 Design,Project Paper,Interleaf (SL+Unruled),60,16590,Central
5939,9/10/2018,114,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,56,26221,West
5940,9/10/2018,122,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,19,18893,East
5941,9/10/2018,30,Small Notebooks,190x155 Brown,Small Hard Brown,Medium Square,36,28524,Central
5942,9/11/2018,132,A5 Notebooks,240x180 Design,Soft (Brown),3 in 1 (DL+FL+Med Sq),41,21197,West
5943,9/11/2018,45,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Four lines,44,23500,South
5944,9/11/2018,8,Small Notebooks,190x155 Design,Hard,Maths Ruled,12,16173,West
5945,9/11/2018,54,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),13,32846,South
5946,9/11/2018,24,Small Notebooks,190x155 Brown,Small Hard Brown,Single Line,28,18477,North
5947,9/11/2018,185,Practical Books,215x265 Design,Hard,Combined (Brown),23,11149,West
5948,9/12/2018,110,A5 Notebooks,240x180 Design,Soft (Brown),Double line,15,20780,South
5949,9/12/2018,145,A4 Notebooks,297x210 Design,Soft,Single Line,18,13453,North
5950,9/12/2018,41,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,54,30125,North
5951,9/12/2018,35,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,54,15756,North
5952,9/12/2018,37,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,51,25102,North
5953,9/12/2018,83,A5 Notebooks,240x180 Design,Soft,Four lines,17,10732,West
5954,9/12/2018,124,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,41,27405,South
5955,9/12/2018,173,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,14,13036,Central
5956,9/12/2018,27,Small Notebooks,190x155 Brown,Small Hard Brown,Double line,50,29709,East
5957,9/13/2018,170,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,24,22381,North
5958,9/13/2018,199,Premio Spiral book,220x280 Design,soft,Scrap Book,8,32012,West
5959,9/13/2018,146,A4 Notebooks,297x210 Design,Soft,Single Line,28,17358,Central
5960,9/13/2018,167,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,27,26988,Central
5961,9/13/2018,65,A5 Notebooks,240x180 Design,Soft,Unruled,54,19661,East
5962,9/13/2018,12,Small Notebooks,190x155 Design,Soft,Single Line,34,29292,West
5963,9/13/2018,5,Small Notebooks,190x155 Design,Hard,Double line,37,21964,Central
5964,9/13/2018,179,Practical Books,215x265 Design,Hard,Biology,50,14637,South
5965,9/13/2018,43,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),12,24268,North
5966,9/13/2018,180,Practical Books,215x265 Design,Hard,Biology,42,16941,East
5967,9/13/2018,171,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,28,19244,West
5968,9/14/2018,42,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),3,11917,South
5969,9/14/2018,20,Small Notebooks,190x155 Design,Soft,Maths Ruled,1,21548,West
5970,9/14/2018,97,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),31,14220,Central
5971,9/14/2018,34,Small  Medium Notebooks,210x170 Design,Medium(Soft),Single Line,32,30893,South
5972,9/14/2018,206,Project Paper,280x220 Design,Project Paper,Unruled,29,16524,Central
5973,9/15/2018,75,A5 Notebooks,240x180 Design,Soft,Double line,7,33197,Central
5974,9/15/2018,37,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,31,11500,South
5975,9/15/2018,41,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,27,28173,South
5976,9/15/2018,55,Long (Soft),272x167 Design,Long (Soft),Interleaf(SL+Unruled),18,13803,North
5977,9/15/2018,40,Small  Medium Notebooks,210x170 Design,Medium(Soft),Big Square,55,30476,East
5978,9/15/2018,199,Premio Spiral book,220x280 Design,soft,Scrap Book,27,23149,Central
5979,9/15/2018,37,Small  Medium Notebooks,210x170 Design,Medium(Soft),Four lines,15,32780,Central
5980,9/15/2018,12,Small Notebooks,190x155 Design,Soft,Single Line,5,25452,Central
5981,9/15/2018,96,A5 Notebooks,240x180 Design,Soft,Interleaf(SL+Unruled),55,18125,South
5982,9/15/2018,128,A5 Notebooks,240x180 Design,Soft (Brown),interleaf(UR+4 lines),6,20429,Central
5983,9/16/2018,168,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,41,22732,Central
5984,9/16/2018,66,A5 Notebooks,240x180 Design,Soft,Unruled,43,15405,South
5985,9/16/2018,31,Small Notebooks,190x155 Brown,Small Hard Brown,Medium Square,3,25035,East
5986,9/16/2018,113,A5 Notebooks,240x180 Design,Soft (Brown),Double line,7,17708,Central
5987,9/16/2018,42,Small  Medium Notebooks,210x170 Design,Medium(Soft),Interleaf(SL+Unruled),35,10381,West
5988,9/16/2018,184,Practical Books,215x265 Design,Hard,Combined,3,20012,West
5989,9/16/2018,136,A4 Notebooks,297x210 Design,Soft,Unruled,27,12684,East
5990,9/16/2018,76,A5 Notebooks,240x180 Design,Soft,Double line,56,14988,East
5991,9/16/2018,7,Small Notebooks,190x155 Design,Hard,Four lines,32,31661,North
5992,9/16/2018,180,Practical Books,215x265 Design,Hard,Biology,10,17291,South
5993,9/16/2018,146,A4 Notebooks,297x210 Design,Soft,Single Line,15,33964,Central
5994,9/17/2018,7,Small Notebooks,190x155 Design,Hard,Four lines,57,26637,South
5995,9/17/2018,173,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,35,12268,North
5996,9/17/2018,152,A4 Notebooks,297x210 BrownA4 Brown (Soft),Nil,Unruled,17,28940,West
5997,9/17/2018,53,Long (Soft),272x167 Design,Long (Soft),Single Line,1,14571,North
5998,9/17/2018,210,Project Paper,280x220 Design,Project Paper,Interleaf (SL+Unruled),21,23916,West
5999,9/17/2018,4,Small Notebooks,190x155 Design,Hard,Double line,12,33547,West
6000,9/17/2018,85,A5 Notebooks,240x180 Design,Soft,Four lines,42,26220,West
6001,9/17/2018,91,A5 Notebooks,240x180 Design,Soft,Medium Square,24,18893,Central
6002,9/17/2018,166,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Unruled,47,28523,West
6003,9/17/2018,51,Long (Soft),272x167 Design,Long (Soft),Single Line,34,21196,Central
6004,9/18/2018,186,Practical Books,215x265 Design,Hard,Computer,32,30827,South
6005,9/18/2018,123,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,46,23500,West
6006,9/18/2018,205,Spiral Book,297x210 Design,Spiral Book,Single Line,18,25803,South
6007,9/18/2018,47,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Interleaf(SL+Unruled),25,18476,South
6008,9/18/2018,3,Small Notebooks,190x155 Design,Hard,Single Line,42,11149,East
6009,9/18/2018,176,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,40,20779,South
6010,9/18/2018,2,Small Notebooks,190x155 Design,Hard,Single Line,59,13452,North
6011,9/18/2018,100,A5 Notebooks,240x180 Design,Soft,3 in 1 (SL+FL+Med Sq),59,23083,Central
6012,9/19/2018,206,Project Paper,280x220 Design,Project Paper,Unruled,24,15755,North
6013,9/19/2018,125,A5 Notebooks,240x180 Design,Soft (Brown),Medium Square,59,32428,East
6014,9/20/2018,17,Small Notebooks,190x155 Design,Soft,Four lines,25,10732,West
6015,9/20/2018,99,A5 Notebooks,240x180 Design,Soft,interleaf(UR+4 lines),46,27404,West
6016,9/20/2018,181,Practical Books,215x265 Design,Hard,Physics,53,13035,North
6017,9/20/2018,117,A5 Notebooks,240x180 Design,Soft (Brown),Four lines,14,29708,Central
6018,9/20/2018,78,A5 Notebooks,240x180 Design,Soft,Double line,13,15339,Central
6019,9/20/2018,14,Small Notebooks,190x155 Design,Soft,Double line,6,32011,Central
6020,9/20/2018,23,Small Notebooks,190x155 Design,Soft,Interleaf(SL+Unruled),15,24684,West
6021,9/20/2018,45,Jumbo A5 Notebooks,255x205 Design,Jumbo A5(Soft),Four lines,18,10315,East
6022,9/20/2018,196,Premio Spiral book,210x170 Design,soft,Graph Book (1 inch sq.),43,19660,South
6023,9/21/2018,210,Project Paper,280x220 Design,Project Paper,Interleaf (SL+Unruled),29,29291,South
6024,9/21/2018,188,Drawing Book,210x297 Design,Drawing Book,A4,54,21964,South
6025,9/21/2018,88,A5 Notebooks,240x180 Design,Soft,Medium Square,42,31594,Central
6026,9/21/2018,32,Small  Medium Notebooks,210x170 Design,Medium(Soft),Unruled,14,24267,East
6027,9/21/2018,140,A4 Notebooks,297x210 Design,Soft,Unruled,27,16940,South
6028,9/21/2018,85,A5 Notebooks,240x180 Design,Soft,Four lines,22,26571,North
6029,9/21/2018,171,Super Ulter Long Notebooks,330x210 Design,Super Ultra Long (Soft),Single Line,55,11916,Central
6030,9/21/2018,57,Long (Brown),272x167 Brown,Long (Brown),Single Line,38,21547,West
